id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
333323,Cozy bedroom near Times Square,1698391,Patrick,Manhattan,Hell's Kitchen,Private room,76.0,30.0,187,349
342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,Private room,138.0,30.0,95,122
343276,Large Private Midtown Room!,1732559,Jesse,Manhattan,Hell's Kitchen,Private room,172.0,1.0,273,119
344082,Quiet Artsy 1 Bedroom Midtown Apt!,1732559,Jesse,Manhattan,Hell's Kitchen,Entire home/apt,100.0,30.0,61,52
350168,Artist apt in Park Slope w/backyard,1774431,Kate,Brooklyn,Park Slope,Entire home/apt,176.0,30.0,10,362
351859,Exquisite Spacious Studio in Midtown,417652,Ron,Manhattan,Chelsea,Entire home/apt,323.0,30.0,152,364
352651,COMFORTABLE LARGE ROOM,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,Private room,55.0,30.0,10,365
353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,Private room,128.0,30.0,162,268
355563,Sunlit 3BR BoCoCa Duplex w/ Roof Deck,1621363,Liz,Brooklyn,Boerum Hill,Entire home/apt,783.0,30.0,1,278
373618,"Designerâ€™s loft, roof deck best Wâ€™burg",1879389,Christina,Brooklyn,Williamsburg,Private room,404.0,2.0,170,86
385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,Entire home/apt,196.0,30.0,146,365
386744,Great room priv/bathrm Eastside location 70's ST,1935291,Cristina,Manhattan,Upper East Side,Private room,88.0,30.0,106,93
523123,Tranquility & convenience in Bklyn,2572253,Carl,Brooklyn,Windsor Terrace,Entire home/apt,345.0,30.0,32,181
528485,lovely bedroom in South Park Slope,17985,Sing,Brooklyn,Sunset Park,Private room,68.0,30.0,22,148
413504,Perfect NYC/Williamsburg Location,1286417,Omri,Brooklyn,Williamsburg,Private room,173.0,30.0,178,179
416557,"DM reWeekly Rate: Lush Garden, Huge Kitchen, Peace",2714164,Jasmine,Brooklyn,Greenpoint,Entire home/apt,174.0,30.0,46,364
417685,Bright and Quiet 2 BR in Park Slope,85006178,Alain,Brooklyn,South Slope,Entire home/apt,159.0,30.0,357,224
423275,Cozy & SPacious in d heart Astoria,2105276,Leo,Queens,Astoria,Entire home/apt,168.0,30.0,42,363
424767,"Spacious, Furnished Unit with Private Backyard",2103888,Akari,Manhattan,Midtown,Entire home/apt,238.0,30.0,222,252
431865,Elegant Uptown Historic District Garden Suite,361855,Kurt,Manhattan,Washington Heights,Entire home/apt,450.0,4.0,159,271
432823,"Private room in townhouse in Brooklyn, New York",687361,Orna,Brooklyn,Park Slope,Private room,280.0,30.0,10,363
433414,Spacious & Sunny in Prime Brooklyn,287733,David,Brooklyn,Clinton Hill,Entire home/apt,146.0,30.0,120,238
433914,1 Bedroom Apt - Close to JFK & City,1906804,Terrance,Brooklyn,East New York,Entire home/apt,100.0,30.0,66,365
437352,Lovely 2 BR in Brooklyn's Nicest Area,290662,Seth,Brooklyn,South Slope,Entire home/apt,46.0,88.0,24,205
439750,Perfect apt. above L train Graham stop,1566042,Haley,Brooklyn,Williamsburg,Private room,12.0,150.0,9,197
439870,"Gorgeous Park Slope, BK triplex 4BD",1903758,Andrij Parekh,Brooklyn,Park Slope,Entire home/apt,284.0,45.0,3,118
443646,UWS  Brownstone 1 BR with Large Office +Garden.,2204078,Michelle,Manhattan,Upper West Side,Entire home/apt,470.0,31.0,38,178
448011,Garden Floor Apartment on Historic Landmark Block,420954,Michelle Nicola,Brooklyn,Clinton Hill,Private room,225.0,30.0,30,177
449660,Art & Music Salon,2233165,Elizabeth,Brooklyn,Windsor Terrace,Private room,80.0,30.0,125,365
453094,Bedroom With Own Bathroom and Backyard,137814,Waldemar,Brooklyn,Clinton Hill,Private room,159.0,2.0,573,265
454763,2 Bedroom Apt in Manhattan: For Cat-Lovers ONLY,2259061,Felo,Manhattan,Inwood,Entire home/apt,115.0,30.0,11,357
456190,"West Village Loft, 1st floor",2267864,Gary,Manhattan,West Village,Entire home/apt,230.0,30.0,448,88
456578,"Sunny Art Deco Room w/Full Bed, Steps to Metro!",2270454,Helen,Manhattan,Washington Heights,Private room,100.0,30.0,1,87
460999,Beautiful duplex apt in Harlem,128890,Sara,Manhattan,Harlem,Entire home/apt,190.0,30.0,10,56
465706,Columbia / Barnard Convenient & Quiet,718349,Bara,Manhattan,Upper West Side,Entire home/apt,139.0,30.0,12,283
466277,Classic Williamsburg 2bdr with yard and W/D.,815977,Ryan,Brooklyn,Williamsburg,Entire home/apt,214.0,30.0,221,92
466457,"Bright, Bedstuy Gem",2316542,Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,30.0,295,364
467569,Curated 1BR on the prettiest block of the LES,282315,Ryan,Manhattan,Lower East Side,Entire home/apt,76.0,50.0,39,100
476983,Perfect for Traveling Medical Professionals,277379,Agnes,Manhattan,Harlem,Private room,50.0,30.0,670,200
479002,Shared Apartment in Brooklyn Brownstone,1708956,Josh,Brooklyn,Fort Greene,Private room,469.0,30.0,72,365
479285,Rent in beautiful Sunnyside Gardens,2374190,â¨J-â©,Queens,Sunnyside,Entire home/apt,119.0,30.0,4,364
483414,Best double Room all included wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,Private room,52.0,30.0,31,279
487684,Modern Brownstone Duplex w/Garden,2413155,Noreen,Brooklyn,Boerum Hill,Entire home/apt,75.0,150.0,4,327
491123,Cozy Lay Over Prospect Heights,2427868,Ada,Brooklyn,Prospect Heights,Private room,155.0,30.0,229,351
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",2450665,D,Brooklyn,South Slope,Entire home/apt,670.0,30.0,17,363
498052,Room in modern Willamsburg apartment Brooklyn,2426779,Reguina,Brooklyn,Williamsburg,Private room,285.0,1.0,263,159
499763,Theatrical Escape in NYCâ€™s Flavor Districtâ€,361254,Kyra,Manhattan,Hell's Kitchen,Private room,91.0,30.0,0,362
504362,1760 Sq ft Penthouse apartment,2487309,Eric,Brooklyn,Prospect Heights,Entire home/apt,341.0,30.0,84,358
513343,"Cozy, Hella Sunny, and Convenient!",2528671,Dennis,Brooklyn,Prospect Heights,Entire home/apt,106.0,30.0,1,276
513688,Boerum Hill Brownstone Garden Duplx,2530670,Tiffany,Brooklyn,Boerum Hill,Entire home/apt,379.0,30.0,250,240
514548,BIG Light-Filled Loft Apartment & Art Studio,2533991,Amanda,Brooklyn,Bushwick,Entire home/apt,172.0,30.0,0,346
519310,YOU ROOM IN NYC,1366310,Janina,Queens,Sunnyside,Private room,99.0,30.0,262,364
651375,"The Crosby Loft:  Rare, elegant, spacious w sauna",3272526,Lisa,Manhattan,SoHo,Entire home/apt,692.0,30.0,108,280
651648,"1879 Brownstone, 
Private Room",3274376,Edward,Brooklyn,Clinton Hill,Private room,428.0,2.0,144,172
658932,Cozy room on a tree lined street,3323929,Erika,Queens,Ridgewood,Private room,48.0,30.0,31,316
664047,Lux 2Bed/2.5Bath Central Park Views,836168,Henry,Manhattan,Upper West Side,Entire home/apt,2765.0,30.0,59,364
666837,"Well-Kept LES Studio (by Soho, Little Italy, NYU)",3372562,Gila,Manhattan,Lower East Side,Entire home/apt,126.0,31.0,140,65
530576,"70â€™sUWS,brnstne apt.charm-",263510,Sandy,Manhattan,Upper West Side,Private room,105.0,30.0,100,267
531455,Big nice one bedroom apartment,1445298,Igor,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,132.0,31.0,27,228
532288,West Village Gem,683230,Thomas,Manhattan,Greenwich Village,Entire home/apt,293.0,30.0,116,255
536578,Nice and clean private space in Bklyn loft.,2635819,Fabrizio,Brooklyn,Bushwick,Private room,60.0,30.0,36,256
540057,Stylish Uptown Westside Apt.,2653648,Kareem,Manhattan,Harlem,Entire home/apt,137.0,30.0,270,231
541725,Designerâ€™s loft best Wâ€™burg / entire loft,1879389,Christina,Brooklyn,Williamsburg,Entire home/apt,323.0,30.0,44,269
543792,Studio Bushwick/Ridgewood,865264,Sharon And Tom,Queens,Ridgewood,Entire home/apt,92.0,30.0,156,97
545261,Clinton Hill Lux Apt Grill & Lawn,746552,Tom,Brooklyn,Clinton Hill,Private room,190.0,30.0,2,365
545586,Family apt,2682088,Tamar,Brooklyn,Williamsburg,Entire home/apt,549.0,30.0,20,71
545651,COMFORTABLE PRIVATE ROOM FOR RENT,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,Private room,84.0,30.0,19,270
550653,Sun Fill Room in a Spacious Apt,2706505,Huxley,Brooklyn,Windsor Terrace,Private room,74.0,30.0,7,351
552502,"Private Bedroom, Bath & Books in Brooklyn",2714897,Trista,Brooklyn,Crown Heights,Private room,98.0,30.0,18,58
552519,Brooklyn Amazing 2bedrm Luxury Apt,2715012,MauriceAnthonyEnt,Brooklyn,Crown Heights,Entire home/apt,137.0,30.0,258,273
552639,Beautiful 2-BDRM Brownstone Apartment,2518984,Kakuna,Manhattan,Harlem,Entire home/apt,268.0,2.0,321,161
560078,Gorgeous Unique Garden-Terrace-Apt.,2753256,Vana,Manhattan,East Village,Private room,204.0,30.0,138,200
570797,Room for Two in Midtown West,1900800,Grisel,Manhattan,Hell's Kitchen,Private room,105.0,30.0,24,333
571564,large spacious room,1141935,Ana,Brooklyn,Crown Heights,Private room,60.0,30.0,130,89
573671,A/C/G Trains - Home Share w/ Young Professionals,2822805,Olivier,Brooklyn,Bedford-Stuyvesant,Private room,65.0,30.0,58,334
576227,Bright and Spacious Manhattan 2BR,2834840,Sheri,Manhattan,Harlem,Entire home/apt,143.0,30.0,8,317
581488,1000ftÂ² - Chic 2BR on best Block,2862454,David,Brooklyn,Williamsburg,Entire home/apt,245.0,30.0,34,363
587698,Very close to Downtown Awesome Space,807642,Jeffrey,Brooklyn,Gravesend,Entire home/apt,639.0,30.0,111,365
590903,Warm home w/ complimentary espresso & tea,1345769,Wowa,Manhattan,Harlem,Entire home/apt,116.0,30.0,59,253
591135,Awesome Place! Amazing Location!!!,1523018,T,Manhattan,Nolita,Private room,468.0,31.0,156,331
597668,Historic Brownstone Garden Apt,2837163,Emily,Brooklyn,Bedford-Stuyvesant,Private room,142.0,30.0,20,177
602070,"Amazing Greenpoint/WBurg, BRKLN 1BR",2640845,Zach,Brooklyn,Greenpoint,Entire home/apt,193.0,30.0,46,83
606269,*Extremely Rare* Private Midtown Garden Oasis Loft,3002643,Heather,Manhattan,Hell's Kitchen,Entire home/apt,157.0,30.0,86,91
607781,"Convenient, Central, Comfortable",2874433,Eric,Manhattan,East Harlem,Entire home/apt,134.0,30.0,258,249
607891,Charming triplex in NYC brownstone!,893148,Silvia,Manhattan,Upper West Side,Private room,167.0,30.0,112,106
611156,Private Oasis in Spacious Modern Harlem Apartment,2742629,Hakim,Manhattan,Harlem,Private room,91.0,30.0,31,195
613528,Cozy Studio Apt in Historic Brownstone,2518984,Kakuna,Manhattan,Harlem,Entire home/apt,155.0,2.0,367,143
618916,Vintage Brooklyn Carriage House,92451,Cath,Brooklyn,Prospect Heights,Entire home/apt,249.0,30.0,13,263
634353,Luxury 1Bed with Central Park Views,836168,Henry,Manhattan,Upper West Side,Entire home/apt,1106.0,30.0,44,364
639199,"Beautiful 4BR/4BA Home, Staten Island, NY City.",1483081,Marina,Staten Island,Tottenville,Entire home/apt,285.0,30.0,106,364
641012,LuluM located in beautiful Brooklyn,3064304,Theresa,Brooklyn,Bedford-Stuyvesant,Entire home/apt,76.0,90.0,3,365
641768,INSANE NYC views! Live in the sky!,3206521,Dee,Manhattan,Hell's Kitchen,Entire home/apt,252.0,60.0,11,83
643328,Sunny top fl Private 1- BR with garden view,241559,Demi,Brooklyn,Crown Heights,Entire home/apt,139.0,30.0,209,258
644575,Enjoy and discover New York Citi,15523,Vadim,Staten Island,Tompkinsville,Private room,47.0,30.0,24,343
645075,"Hell's Kitchen, Midtown west!",2494666,Brian,Manhattan,Hell's Kitchen,Private room,246.0,2.0,485,20
645693,Astoria Room Near Metro World Cup 2026 FIFA Ready,3233986,Daniel,Queens,Astoria,Private room,85.0,30.0,131,265
646458,I Bedroom in 2 Bedroom Loft - The Domino Wburg,415660,Carmen,Brooklyn,Williamsburg,Private room,148.0,30.0,8,89
774791,Very clean bed room in queens NYC,1528912,Weiwei,Queens,Flushing,Private room,56.0,30.0,31,358
777097,Historic Brownstone Oasis,2837163,Emily,Brooklyn,Bedford-Stuyvesant,Private room,122.0,30.0,2,178
779838,rent whole apt. classy 1-bedroom upper west side,4040811,Paris,Manhattan,Upper West Side,Entire home/apt,146.0,30.0,16,365
781865,"Sunny, Newly Redecorated Apt in Hip Brooklyn Area",2239196,Tracey,Brooklyn,Crown Heights,Entire home/apt,220.0,30.0,77,99
669640,Sun Peace Beauty Gr8 Location Cafes Train Park,3364674,Rachel,Brooklyn,Park Slope,Private room,69.0,30.0,20,358
675793,"Amazing Location, Quiet Space, you will LOVE",3432742,Callie,Manhattan,West Village,Private room,173.0,30.0,6,365
680225,"Large private bedroom in house, Bushwick/Ridgewood",2675998,Alice Fisk,Queens,Ridgewood,Private room,74.0,30.0,1,178
681599,1 Affordable and cozy in Sunset Park,1182180,"Isaac, Linda & Noelia",Brooklyn,Sunset Park,Private room,51.0,30.0,46,103
684991,Terrific NY Studio in Midtown East,3491890,George Steven,Manhattan,Murray Hill,Entire home/apt,171.0,30.0,29,47
690603,Brooklyn's top,3530446,Maurice,Brooklyn,Crown Heights,Entire home/apt,197.0,30.0,88,333
690934,*Available 1 year* 5BR Multi-Terrace Sunny Apt!,570988,Yves,Brooklyn,Park Slope,Entire home/apt,35.0,365.0,283,365
698132,Large private suite in our home in Brooklyn.,3577509,Eric,Brooklyn,Bedford-Stuyvesant,Private room,165.0,3.0,411,224
699472,"NYC Shipping Container Home, Class B Dwelling Unit",3587751,David And Janet,Brooklyn,Williamsburg,Entire home/apt,274.0,1.0,632,99
703971,HOME AWAY FROM HOME,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,Private room,61.0,30.0,19,365
704838,An Oasis in  the Big Apple 1,3621183,Paul,Queens,Woodside,Entire home/apt,103.0,30.0,98,103
705749,Room Available Close to Manhattan-A,3625735,Marianne,Staten Island,Concord,Private room,79.0,30.0,65,362
705997,Classy Brooklyn Studio,240048,Katherine,Brooklyn,Sunset Park,Entire home/apt,89.0,30.0,33,226
707396,Artistic Penthouse with Deck + Piano,3636235,Ari,Manhattan,East Village,Private room,513.0,2.0,140,114
711635,Charming East Village Apartment,3662459,Barry,Manhattan,East Village,Entire home/apt,201.0,30.0,91,270
712127,Room-Available Close to Manhattan-C,3625735,Marianne,Staten Island,Concord,Private room,62.0,30.0,29,358
712260,Private Two Bedroom with Garden in Cobble Hill,3666608,Paul And Debra,Brooklyn,Carroll Gardens,Private room,268.0,30.0,113,365
713538,Chic private apartment in  Victorian Townhouse,3672774,Alison,Brooklyn,Clinton Hill,Entire home/apt,179.0,30.0,581,60
714028,An Oasis in the Big Apple 2,3621183,Paul,Queens,Woodside,Entire home/apt,103.0,30.0,77,287
714049,An Oasis in the Big Apple 3,3621183,Paul,Queens,Woodside,Entire home/apt,103.0,30.0,76,258
715070,SPECTACULAR HOLIDAY RENTAL/VILLAGE,3682855,Stephen,Manhattan,Greenwich Village,Entire home/apt,140.0,60.0,0,365
715102,WIlliamsburg private room in loft,1002452,Florencia,Brooklyn,Williamsburg,Private room,172.0,30.0,50,87
721663,Large 1 bed condo Nomad/Flatiron w large terrace,3139958,Shane,Manhattan,Midtown,Entire home/apt,274.0,30.0,90,349
721762,Colorful New York East Village Apt,3726366,Damian,Manhattan,East Village,Entire home/apt,101.0,30.0,99,128
736187,Cozy room in lovely Greenpoint,3842134,Dawn,Brooklyn,Greenpoint,Private room,54.0,30.0,50,166
739239,Special Discount For Longterm 1BR Luxury Furnished,15145088,Izi,Manhattan,Upper West Side,Entire home/apt,248.0,30.0,22,323
739242,1 BR Modern Luxury Apart w W/D Steps From Park,15145088,Izi,Manhattan,Upper West Side,Entire home/apt,212.0,30.0,23,365
740754,Cozy and nice room! Near Manhattan!!,3876092,Paulo,Queens,Astoria,Private room,111.0,30.0,77,178
747316,Charming Manhattan Pied-a-Terre (Clean+Sanitized),1251879,Melissa,Manhattan,Upper West Side,Private room,87.0,30.0,74,312
748118,Huge Condo w/ Private Guest Wing & Garden Oasis,3921565,Eleonora W,Brooklyn,Greenpoint,Private room,419.0,3.0,123,158
749276,2 Bdrm Great Bushwick apartment #1,2413714,Wilfredo,Brooklyn,Bushwick,Entire home/apt,195.0,30.0,124,335
752289,Cozy Village apartment  near NYU,2285974,Cristiana,Manhattan,SoHo,Entire home/apt,225.0,30.0,16,267
753622,"1 Cozy, Private Artsy Black Bedroom / East Village",869880,Karin Balda,Manhattan,East Village,Private room,96.0,30.0,96,347
753687,Mitchell Manor,3964655,Nicole,Brooklyn,Bedford-Stuyvesant,Entire home/apt,202.0,2.0,225,211
753991,Elegant Stuyvesant Heights Retreat,1884204,Mark,Brooklyn,Bedford-Stuyvesant,Entire home/apt,133.0,30.0,274,251
754353,Location Morena,3250450,Petya,Queens,Long Island City,Private room,51.0,30.0,13,363
758919,Sexy in the City - Best Block in NY,3999634,Jonathan,Manhattan,West Village,Entire home/apt,562.0,30.0,1,173
759901,GREAT PRICE for GREAT GUESTS ONLY,873273,Christian,Bronx,Allerton,Private room,54.0,30.0,49,270
761835,One bedroom $2500 per person a month,4015459,Joao Lucas,Queens,Astoria,Private room,90.0,30.0,129,89
762145,Serene UWS Duplex | Skylight & River View Terrace,3315563,Mariko,Manhattan,Upper West Side,Entire home/apt,207.0,30.0,19,365
762426,Master Bedroom in Doorman Apt w/ Park Views,3799199,Jackie,Manhattan,Upper West Side,Private room,193.0,30.0,21,89
765563,Big Comfy Beds & Breakfast on the Deck,4036685,Norman,Queens,Bayside,Entire home/apt,287.0,30.0,84,365
765569,"Boutique Brooklyn Condo, Quiet St, Great Location",4036700,Anna,Brooklyn,Downtown Brooklyn,Entire home/apt,125.0,30.0,89,183
767286,Last-Minute Bookings private room,4040811,Paris,Manhattan,Upper West Side,Private room,106.0,30.0,91,365
855549,"Have the 1st floor of a two floor duplex,",213020,Robert,Manhattan,Upper West Side,Private room,951.0,30.0,231,173
856918,Large Room in Garden Duplex,4481005,Karen,Brooklyn,Park Slope,Private room,71.0,30.0,16,340
857810,Heart of Williamsubrg 1 Bedroom,4487224,Tara,Brooklyn,Williamsburg,Entire home/apt,238.0,30.0,33,318
867020,Nice quiet room on a backyard,4363775,â¨O.â©,Brooklyn,Greenpoint,Private room,83.0,31.0,12,364
873385,Beautiful 1-bedroom on Prospect Park,4609787,Dan,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120.0,30.0,4,134
873701,"Chic, quiet 1BR with patio (steps from the subway)",699759,Becky,Brooklyn,Crown Heights,Entire home/apt,127.0,30.0,213,161
874706,Fully Updated Modern 1 Bedroom Apartment,4616773,Joan,Brooklyn,Kensington,Entire home/apt,97.0,30.0,242,334
876355,Large Sunny 1BR adjacent to Columbia University,3994331,Vivian,Manhattan,Morningside Heights,Entire home/apt,187.0,30.0,19,294
886808,"Safe & Affordable, Convenient to LaGuardia, JFK",4701443,Christina,Queens,Flushing,Private room,95.0,1.0,348,79
887355,2 bedrooms 5-star building midtown,4705358,D,Manhattan,Murray Hill,Entire home/apt,559.0,30.0,0,365
890794,Cozy- bedroom in Jackson Heights!,4731046,Luis,Queens,Jackson Heights,Private room,20.0,180.0,0,362
890839,Spacious Duplex Townhouse w large Garden Oasis,831185,Andrew,Brooklyn,Prospect Heights,Entire home/apt,405.0,30.0,78,334
893413,Stunningly Reimagined Synagogue w/Roof & Hot Tub,4751930,Martin,Manhattan,East Village,Entire home/apt,1302.0,30.0,34,38
896535,Gorgeous Studio on Manhattan's UWS,27892,Alicia,Manhattan,Upper West Side,Entire home/apt,146.0,31.0,58,114
904060,Cool Clinton Hill condo near Fort Green/ Bedstuy,4834187,Howard,Brooklyn,Bedford-Stuyvesant,Entire home/apt,207.0,30.0,49,358
918049,Union Sq European Serene Apt,4929807,Liz,Manhattan,Chelsea,Entire home/apt,255.0,30.0,62,171
918239,Cozy bedroom in Artist Loft,4930847,Rachel,Brooklyn,Williamsburg,Private room,75.0,30.0,117,108
919830,Renovated Private 2 Bedroom Apt in Chelsea (23/7),1895793,Eduardo,Manhattan,Chelsea,Entire home/apt,392.0,30.0,270,197
927408,St James Pl Landmark Home 1 block to PRATT/Gtrain,51038,Erica,Brooklyn,Clinton Hill,Private room,74.0,30.0,68,170
932277,Fabulous Industrial Dumbo Loft,2902266,Kate,Brooklyn,DUMBO,Private room,76.0,30.0,36,180
936218,Central Harlem Clean Furnished Room (Near Apollo),5052897,Anthony,Manhattan,Harlem,Private room,53.0,30.0,40,94
938022,Private Bedroom in Williamsburg,1866827,Gregory,Brooklyn,Williamsburg,Private room,163.0,3.0,144,44
783202,Charming First Floor Village Apt off Bleecker,4129805,Evelyn,Manhattan,West Village,Entire home/apt,228.0,1.0,443,42
784122,New Renovation:Manhattan Charm....Brooklyn Flavor!,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,181.0,30.0,94,181
784124,"New Flat, Great Light,  Unique Brooklyn Bungalow",3483450,Aswad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,134.0,30.0,80,364
786685,Historic Brownstone dwelling gorgeous garden,4147380,Lauren,Manhattan,Harlem,Entire home/apt,225.0,30.0,217,364
